"FREQ","Vout"
97723.7221,-0.0321566
100000,-0.0336662
102329.2992,-0.0352464
104712.8548,-0.0369005
107151.9305,-0.0386319
109647.8196,-0.0404441
112201.8454,-0.0423409
114815.3621,-0.0443262
117489.7555,-0.0464041
120226.4435,-0.0485789
123026.8771,-0.050855
125892.5412,-0.053237
128824.9552,-0.05573
131825.6739,-0.0583389
134896.2883,-0.0610691
138038.4265,-0.0639261
141253.7545,-0.0669158
144543.9771,-0.0700441
147910.8388,-0.0733175
151356.1248,-0.0767425
154881.6619,-0.080326
158489.3192,-0.0840752
162181.0097,-0.0879977
165958.6907,-0.0921012
169824.3652,-0.096394
173780.0829,-0.100884
177827.941,-0.105582
181970.0859,-0.110495
186208.7137,-0.115634
190546.0718,-0.121008
194984.46,-0.126629
199526.2315,-0.132506
204173.7945,-0.138652
208929.6131,-0.145079
213796.209,-0.151798
218776.1624,-0.158823
223872.1139,-0.166167
229086.7653,-0.173843
234422.8815,-0.181867
239883.2919,-0.190253
245470.8916,-0.199017
251188.6432,-0.208175
257039.5783,-0.217744
263026.7992,-0.227741
269153.4804,-0.238185
275422.8703,-0.249094
281838.2931,-0.260489
288403.1503,-0.272388
295120.9227,-0.284813
301995.172,-0.297786
309029.5433,-0.311329
316227.766,-0.325464
323593.6569,-0.340217
331131.1215,-0.355612
338844.1561,-0.371674
346736.8505,-0.388429
354813.3892,-0.405906
363078.0548,-0.42413
371535.2291,-0.443132
380189.3963,-0.462941
389045.145,-0.483587
398107.1706,-0.505101
407380.2778,-0.527516
416869.3835,-0.550864
426579.5188,-0.575178
436515.8322,-0.600493
446683.5922,-0.626844
457088.1896,-0.654266
467735.1413,-0.682796
478630.0923,-0.712472
489778.8194,-0.74333
501187.2336,-0.775409
512861.384,-0.808749
524807.4602,-0.843387
537031.7964,-0.879364
549540.8739,-0.916719
562341.3252,-0.955494
575439.9373,-0.995729
588843.6554,-1.03746
602559.5861,-1.08074
616595.0019,-1.1256
630957.3445,-1.17208
645654.229,-1.22022
660693.448,-1.27007
676082.9754,-1.32166
691830.9709,-1.37504
707945.7844,-1.43023
724435.9601,-1.48728
741310.2413,-1.54623
758577.575,-1.60712
776247.1166,-1.66997
794328.2347,-1.73482
812830.5162,-1.8017
831763.7711,-1.87065
851138.0382,-1.9417
870963.59,-2.01487
891250.9381,-2.09019
912010.8394,-2.16768
933254.3008,-2.24737
954992.586,-2.32928
977237.221,-2.41342
1000000,-2.49982
