"FREQ","Vout"
33884.41561,-20.9759
34673.68505,-20.7846
35481.33892,-20.5937
36307.80548,-20.4032
37153.52291,-20.2131
38018.93963,-20.0235
38904.5145,-19.8343
39810.71706,-19.6456
40738.02778,-19.4574
41686.93835,-19.2698
42657.95188,-19.0826
43651.58322,-18.8961
44668.35922,-18.7101
45708.81896,-18.5248
46773.51413,-18.3401
47863.00923,-18.156
48977.88194,-17.9727
50118.72336,-17.79
51286.1384,-17.6081
52480.74602,-17.427
53703.17964,-17.2467
54954.08739,-17.0672
56234.13252,-16.8886
57543.99373,-16.7109
58884.36554,-16.5341
60255.95861,-16.3583
61659.50019,-16.1835
63095.73445,-16.0097
64565.4229,-15.837
66069.3448,-15.6654
67608.29754,-15.4949
69183.09709,-15.3256
70794.57844,-15.1576
72443.59601,-14.9908
74131.02413,-14.8253
75857.7575,-14.6611
77624.71166,-14.4984
79432.82347,-14.337
81283.05162,-14.1771
83176.37711,-14.0188
85113.80382,-13.8619
87096.359,-13.7067
89125.09381,-13.5531
91201.08394,-13.4012
93325.43008,-13.251
95499.2586,-13.1025
97723.7221,-12.9558
100000,-12.811
102329.2992,-12.6681
104712.8548,-12.5271
107151.9305,-12.388
109647.8196,-12.2509
112201.8454,-12.1159
114815.3621,-11.9829
117489.7555,-11.852
120226.4435,-11.7232
123026.8771,-11.5966
125892.5412,-11.4722
128824.9552,-11.3501
131825.6739,-11.2301
134896.2883,-11.1125
138038.4265,-10.9971
141253.7545,-10.884
144543.9771,-10.7733
147910.8388,-10.6649
151356.1248,-10.5588
154881.6619,-10.4552
158489.3192,-10.3539
162181.0097,-10.255
165958.6907,-10.1585
169824.3652,-10.0644
173780.0829,-9.97268
177827.941,-9.88336
181970.0859,-9.79643
186208.7137,-9.71188
190546.0718,-9.6297
194984.46,-9.54989
199526.2315,-9.47243
204173.7945,-9.39731
208929.6131,-9.32451
213796.209,-9.25402
218776.1624,-9.1858
223872.1139,-9.11986
229086.7653,-9.05615
234422.8815,-8.99467
239883.2919,-8.93538
245470.8916,-8.87826
251188.6432,-8.82328
257039.5783,-8.77042
263026.7992,-8.71965
269153.4804,-8.67093
275422.8703,-8.62426
281838.2931,-8.57958
288403.1503,-8.53688
295120.9227,-8.49613
301995.172,-8.4573
309029.5433,-8.42036
316227.766,-8.38528
323593.6569,-8.35203
331131.1215,-8.3206
338844.1561,-8.29095
346736.8505,-8.26305
354813.3892,-8.23689
363078.0548,-8.21244
371535.2291,-8.18968
380189.3963,-8.16858
389045.145,-8.14913
398107.1706,-8.1313
407380.2778,-8.11508
416869.3835,-8.10046
426579.5188,-8.08742
436515.8322,-8.07594
446683.5922,-8.06602
457088.1896,-8.05763
467735.1413,-8.05078
478630.0923,-8.04546
489778.8194,-8.04166
501187.2336,-8.03938
512861.384,-8.03861
524807.4602,-8.03935
537031.7964,-8.04161
549540.8739,-8.04539
562341.3252,-8.05069
575439.9373,-8.05751
588843.6554,-8.06587
602559.5861,-8.07577
616595.0019,-8.08722
630957.3445,-8.10024
645654.229,-8.11484
660693.448,-8.13103
676082.9754,-8.14883
691830.9709,-8.16825
707945.7844,-8.18932
724435.9601,-8.21206
741310.2413,-8.23649
758577.575,-8.26262
776247.1166,-8.29049
794328.2347,-8.32011
812830.5162,-8.35152
831763.7711,-8.38473
851138.0382,-8.41978
870963.59,-8.45669
891250.9381,-8.4955
912010.8394,-8.53622
933254.3008,-8.57888
954992.586,-8.62353
977237.221,-8.67017
1000000,-8.71885
