time	I(R3)
1.000000000000000e+01	-3.759127e-05
Step Information: X=4.5K Y=250  (Step: 23/144)
0.000000000000000e+00	-3.759127e-05
1.000000000000000e+01	-3.759127e-05
Step Information: X=5K Y=250  (Step: 24/144)
0.000000000000000e+00	-3.759127e-05
1.000000000000000e+01	-3.759127e-05
Step Information: X=500m Y=500  (Step: 25/144)
0.000000000000000e+00	-3.489664e-05
1.000000000000000e+01	-3.489664e-05
Step Information: X=250 Y=500  (Step: 26/144)
0.000000000000000e+00	-3.489664e-05
1.000000000000000e+01	-3.489664e-05
Step Information: X=500 Y=500  (Step: 27/144)
0.000000000000000e+00	-3.489664e-05
1.000000000000000e+01	-3.489664e-05
Step Information: X=1K Y=500  (Step: 28/144)
0.000000000000000e+00	-3.489664e-05
1.000000000000000e+01	-3.489664e-05
Step Information: X=1.5K Y=500  (Step: 29/144)
0.000000000000000e+00	-3.489664e-05
1.000000000000000e+01	-3.489664e-05
Step Information: X=2K Y=500  (Step: 30/144)
0.000000000000000e+00	-3.489664e-05
1.000000000000000e+01	-3.489664e-05
Step Information: X=2.5K Y=500  (Step: 31/144)
0.000000000000000e+00	-3.489664e-05
1.000000000000000e+01	-3.489664e-05
Step Information: X=3K Y=500  (Step: 32/144)
0.000000000000000e+00	-3.489664e-05
1.000000000000000e+01	-3.489664e-05
Step Information: X=3.5K Y=500  (Step: 33/144)
0.000000000000000e+00	-3.489664e-05
1.000000000000000e+01	-3.489664e-05
Step Information: X=4K Y=500  (Step: 34/144)
0.000000000000000e+00	-3.489664e-05
1.000000000000000e+01	-3.489664e-05
Step Information: X=4.5K Y=500  (Step: 35/144)
0.000000000000000e+00	-3.489664e-05
1.000000000000000e+01	-3.489664e-05
Step Information: X=5K Y=500  (Step: 36/144)
0.000000000000000e+00	-3.489664e-05
1.000000000000000e+01	-3.489664e-05
Step Information: X=500m Y=1K  (Step: 37/144)
0.000000000000000e+00	-3.052099e-05
1.000000000000000e+01	-3.052099e-05
Step Information: X=250 Y=1K  (Step: 38/144)
0.000000000000000e+00	-3.052099e-05
1.000000000000000e+01	-3.052099e-05
Step Information: X=500 Y=1K  (Step: 39/144)
0.000000000000000e+00	-3.052099e-05
1.000000000000000e+01	-3.052099e-05
Step Information: X=1K Y=1K  (Step: 40/144)
0.000000000000000e+00	-3.052099e-05
1.000000000000000e+01	-3.052099e-05
Step Information: X=1.5K Y=1K  (Step: 41/144)
0.000000000000000e+00	-3.052099e-05
1.000000000000000e+01	-3.052099e-05
Step Information: X=2K Y=1K  (Step: 42/144)
0.000000000000000e+00	-3.052099e-05
1.000000000000000e+01	-3.052099e-05
Step Information: X=2.5K Y=1K  (Step: 43/144)
0.000000000000000e+00	-3.052099e-05
1.000000000000000e+01	-3.052099e-05
Step Information: X=3K Y=1K  (Step: 44/144)
0.000000000000000e+00	-3.052099e-05
1.000000000000000e+01	-3.052099e-05
Step Information: X=3.5K Y=1K  (Step: 45/144)
0.000000000000000e+00	-3.052099e-05
1.000000000000000e+01	-3.052099e-05
Step Information: X=4K Y=1K  (Step: 46/144)
0.000000000000000e+00	-3.052099e-05
1.000000000000000e+01	-3.052099e-05
Step Information: X=4.5K Y=1K  (Step: 47/144)
0.000000000000000e+00	-3.052099e-05
1.000000000000000e+01	-3.052099e-05
Step Information: X=5K Y=1K  (Step: 48/144)
0.000000000000000e+00	-3.052099e-05
1.000000000000000e+01	-3.052099e-05
Step Information: X=500m Y=1.5K  (Step: 49/144)
0.000000000000000e+00	-2.712040e-05
1.000000000000000e+01	-2.712040e-05
Step Information: X=250 Y=1.5K  (Step: 50/144)
0.000000000000000e+00	-2.712040e-05
1.000000000000000e+01	-2.712040e-05
Step Information: X=500 Y=1.5K  (Step: 51/144)
0.000000000000000e+00	-2.712040e-05
1.000000000000000e+01	-2.712040e-05
Step Information: X=1K Y=1.5K  (Step: 52/144)
0.000000000000000e+00	-2.712040e-05
1.000000000000000e+01	-2.712040e-05
Step Information: X=1.5K Y=1.5K  (Step: 53/144)
0.000000000000000e+00	-2.712040e-05
1.000000000000000e+01	-2.712040e-05
Step Information: X=2K Y=1.5K  (Step: 54/144)
0.000000000000000e+00	-2.712040e-05
1.000000000000000e+01	-2.712040e-05
Step Information: X=2.5K Y=1.5K  (Step: 55/144)
0.000000000000000e+00	-2.712040e-05
1.000000000000000e+01	-2.712040e-05
Step Information: X=3K Y=1.5K  (Step: 56/144)
0.000000000000000e+00	-2.712040e-05
1.000000000000000e+01	-2.712040e-05
Step Information: X=3.5K Y=1.5K  (Step: 57/144)
0.000000000000000e+00	-2.712040e-05
1.000000000000000e+01	-2.712040e-05
Step Information: X=4K Y=1.5K  (Step: 58/144)
0.000000000000000e+00	-2.712040e-05
1.000000000000000e+01	-2.712040e-05
Step Information: X=4.5K Y=1.5K  (Step: 59/144)
0.000000000000000e+00	-2.712040e-05
1.000000000000000e+01	-2.712040e-05
Step Information: X=5K Y=1.5K  (Step: 60/144)
0.000000000000000e+00	-2.712040e-05
1.000000000000000e+01	-2.712040e-05
Step Information: X=500m Y=2K  (Step: 61/144)
0.000000000000000e+00	-2.440161e-05
1.000000000000000e+01	-2.440161e-05
Step Information: X=250 Y=2K  (Step: 62/144)
0.000000000000000e+00	-2.440161e-05
1.000000000000000e+01	-2.440161e-05
Step Information: X=500 Y=2K  (Step: 63/144)
0.000000000000000e+00	-2.440161e-05
1.000000000000000e+01	-2.440161e-05
Step Information: X=1K Y=2K  (Step: 64/144)
0.000000000000000e+00	-2.440161e-05
1.000000000000000e+01	-2.440161e-05
Step Information: X=1.5K Y=2K  (Step: 65/144)
0.000000000000000e+00	-2.440161e-05
1.000000000000000e+01	-2.440161e-05
Step Information: X=2K Y=2K  (Step: 66/144)
0.000000000000000e+00	-2.440161e-05
1.000000000000000e+01	-2.440161e-05
Step Information: X=2.5K Y=2K  (Step: 67/144)
0.000000000000000e+00	-2.440161e-05
1.000000000000000e+01	-2.440161e-05
Step Information: X=3K Y=2K  (Step: 68/144)
0.000000000000000e+00	-2.440161e-05
1.000000000000000e+01	-2.440161e-05
Step Information: X=3.5K Y=2K  (Step: 69/144)
0.000000000000000e+00	-2.440161e-05
1.000000000000000e+01	-2.440161e-05
Step Information: X=4K Y=2K  (Step: 70/144)
0.000000000000000e+00	-2.440161e-05
1.000000000000000e+01	-2.440161e-05
Step Information: X=4.5K Y=2K  (Step: 71/144)
0.000000000000000e+00	-2.440161e-05
1.000000000000000e+01	-2.440161e-05
Step Information: X=5K Y=2K  (Step: 72/144)
0.000000000000000e+00	-2.440161e-05
1.000000000000000e+01	-2.440161e-05
Step Information: X=500m Y=2.5K  (Step: 73/144)
0.000000000000000e+00	-2.217827e-05
1.000000000000000e+01	-2.217827e-05
Step Information: X=250 Y=2.5K  (Step: 74/144)
0.000000000000000e+00	-2.217827e-05
1.000000000000000e+01	-2.217827e-05
Step Information: X=500 Y=2.5K  (Step: 75/144)
0.000000000000000e+00	-2.217827e-05
1.000000000000000e+01	-2.217827e-05
Step Information: X=1K Y=2.5K  (Step: 76/144)
0.000000000000000e+00	-2.217827e-05
1.000000000000000e+01	-2.217827e-05
Step Information: X=1.5K Y=2.5K  (Step: 77/144)
0.000000000000000e+00	-2.217827e-05
1.000000000000000e+01	-2.217827e-05
Step Information: X=2K Y=2.5K  (Step: 78/144)
0.000000000000000e+00	-2.217827e-05
1.000000000000000e+01	-2.217827e-05
Step Information: X=2.5K Y=2.5K  (Step: 79/144)
0.000000000000000e+00	-2.217827e-05
1.000000000000000e+01	-2.217827e-05
Step Information: X=3K Y=2.5K  (Step: 80/144)
0.000000000000000e+00	-2.217827e-05
1.000000000000000e+01	-2.217827e-05
Step Information: X=3.5K Y=2.5K  (Step: 81/144)
0.000000000000000e+00	-2.217827e-05
1.000000000000000e+01	-2.217827e-05
Step Information: X=4K Y=2.5K  (Step: 82/144)
0.000000000000000e+00	-2.217827e-05
1.000000000000000e+01	-2.217827e-05
Step Information: X=4.5K Y=2.5K  (Step: 83/144)
0.000000000000000e+00	-2.217827e-05
1.000000000000000e+01	-2.217827e-05
Step Information: X=5K Y=2.5K  (Step: 84/144)
0.000000000000000e+00	-2.217827e-05
1.000000000000000e+01	-2.217827e-05
Step Information: X=500m Y=3K  (Step: 85/144)
0.000000000000000e+00	-2.032625e-05
1.000000000000000e+01	-2.032625e-05
Step Information: X=250 Y=3K  (Step: 86/144)
0.000000000000000e+00	-2.032625e-05
1.000000000000000e+01	-2.032625e-05
Step Information: X=500 Y=3K  (Step: 87/144)
0.000000000000000e+00	-2.032625e-05
1.000000000000000e+01	-2.032625e-05
Step Information: X=1K Y=3K  (Step: 88/144)
0.000000000000000e+00	-2.032625e-05
1.000000000000000e+01	-2.032625e-05
Step Information: X=1.5K Y=3K  (Step: 89/144)
0.000000000000000e+00	-2.032625e-05
1.000000000000000e+01	-2.032625e-05
Step Information: X=2K Y=3K  (Step: 90/144)
0.000000000000000e+00	-2.032625e-05
1.000000000000000e+01	-2.032625e-05
Step Information: X=2.5K Y=3K  (Step: 91/144)
0.000000000000000e+00	-2.032625e-05
1.000000000000000e+01	-2.032625e-05
Step Information: X=3K Y=3K  (Step: 92/144)
0.000000000000000e+00	-2.032625e-05
1.000000000000000e+01	-2.032625e-05
Step Information: X=3.5K Y=3K  (Step: 93/144)
0.000000000000000e+00	-2.032625e-05
1.000000000000000e+01	-2.032625e-05
Step Information: X=4K Y=3K  (Step: 94/144)
0.000000000000000e+00	-2.032625e-05
1.000000000000000e+01	-2.032625e-05
Step Information: X=4.5K Y=3K  (Step: 95/144)
0.000000000000000e+00	-2.032625e-05
1.000000000000000e+01	-2.032625e-05
Step Information: X=5K Y=3K  (Step: 96/144)
0.000000000000000e+00	-2.032625e-05
1.000000000000000e+01	-2.032625e-05
Step Information: X=500m Y=3.5K  (Step: 97/144)
0.000000000000000e+00	-1.875971e-05
1.000000000000000e+01	-1.875971e-05
Step Information: X=250 Y=3.5K  (Step: 98/144)
0.000000000000000e+00	-1.875971e-05
1.000000000000000e+01	-1.875971e-05
Step Information: X=500 Y=3.5K  (Step: 99/144)
0.000000000000000e+00	-1.875971e-05
1.000000000000000e+01	-1.875971e-05
Step Information: X=1K Y=3.5K  (Step: 100/144)
0.000000000000000e+00	-1.875971e-05
1.000000000000000e+01	-1.875971e-05
Step Information: X=1.5K Y=3.5K  (Step: 101/144)
0.000000000000000e+00	-1.875971e-05
1.000000000000000e+01	-1.875971e-05
Step Information: X=2K Y=3.5K  (Step: 102/144)
0.000000000000000e+00	-1.875971e-05
1.000000000000000e+01	-1.875971e-05
Step Information: X=2.5K Y=3.5K  (Step: 103/144)
0.000000000000000e+00	-1.875971e-05
1.000000000000000e+01	-1.875971e-05
Step Information: X=3K Y=3.5K  (Step: 104/144)
0.000000000000000e+00	-1.875971e-05
1.000000000000000e+01	-1.875971e-05
Step Information: X=3.5K Y=3.5K  (Step: 105/144)
0.000000000000000e+00	-1.875971e-05
1.000000000000000e+01	-1.875971e-05
Step Information: X=4K Y=3.5K  (Step: 106/144)
0.000000000000000e+00	-1.875971e-05
1.000000000000000e+01	-1.875971e-05
Step Information: X=4.5K Y=3.5K  (Step: 107/144)
0.000000000000000e+00	-1.875971e-05
1.000000000000000e+01	-1.875971e-05
Step Information: X=5K Y=3.5K  (Step: 108/144)
0.000000000000000e+00	-1.875971e-05
1.000000000000000e+01	-1.875971e-05
Step Information: X=500m Y=4K  (Step: 109/144)
0.000000000000000e+00	-1.741735e-05
1.000000000000000e+01	-1.741735e-05
Step Information: X=250 Y=4K  (Step: 110/144)
0.000000000000000e+00	-1.741735e-05
1.000000000000000e+01	-1.741735e-05
Step Information: X=500 Y=4K  (Step: 111/144)
0.000000000000000e+00	-1.741735e-05
1.000000000000000e+01	-1.741735e-05
Step Information: X=1K Y=4K  (Step: 112/144)
0.000000000000000e+00	-1.741735e-05
1.000000000000000e+01	-1.741735e-05
Step Information: X=1.5K Y=4K  (Step: 113/144)
0.000000000000000e+00	-1.741735e-05
1.000000000000000e+01	-1.741735e-05
Step Information: X=2K Y=4K  (Step: 114/144)
0.000000000000000e+00	-1.741735e-05
1.000000000000000e+01	-1.741735e-05
Step Information: X=2.5K Y=4K  (Step: 115/144)
0.000000000000000e+00	-1.741735e-05
1.000000000000000e+01	-1.741735e-05
Step Information: X=3K Y=4K  (Step: 116/144)
0.000000000000000e+00	-1.741735e-05
1.000000000000000e+01	-1.741735e-05
Step Information: X=3.5K Y=4K  (Step: 117/144)
0.000000000000000e+00	-1.741735e-05
1.000000000000000e+01	-1.741735e-05
Step Information: X=4K Y=4K  (Step: 118/144)
0.000000000000000e+00	-1.741735e-05
1.000000000000000e+01	-1.741735e-05
Step Information: X=4.5K Y=4K  (Step: 119/144)
0.000000000000000e+00	-1.741735e-05
1.000000000000000e+01	-1.741735e-05
Step Information: X=5K Y=4K  (Step: 120/144)
0.000000000000000e+00	-1.741735e-05
1.000000000000000e+01	-1.741735e-05
Step Information: X=500m Y=4.5K  (Step: 121/144)
0.000000000000000e+00	-1.625427e-05
1.000000000000000e+01	-1.625427e-05
Step Information: X=250 Y=4.5K  (Step: 122/144)
0.000000000000000e+00	-1.625427e-05
1.000000000000000e+01	-1.625427e-05
Step Information: X=500 Y=4.5K  (Step: 123/144)
0.000000000000000e+00	-1.625427e-05
1.000000000000000e+01	-1.625427e-05
Step Information: X=1K Y=4.5K  (Step: 124/144)
0.000000000000000e+00	-1.625427e-05
1.000000000000000e+01	-1.625427e-05
Step Information: X=1.5K Y=4.5K  (Step: 125/144)
0.000000000000000e+00	-1.625427e-05
1.000000000000000e+01	-1.625427e-05
Step Information: X=2K Y=4.5K  (Step: 126/144)
0.000000000000000e+00	-1.625427e-05
1.000000000000000e+01	-1.625427e-05
Step Information: X=2.5K Y=4.5K  (Step: 127/144)
0.000000000000000e+00	-1.625427e-05
1.000000000000000e+01	-1.625427e-05
Step Information: X=3K Y=4.5K  (Step: 128/144)
0.000000000000000e+00	-1.625427e-05
1.000000000000000e+01	-1.625427e-05
Step Information: X=3.5K Y=4.5K  (Step: 129/144)
0.000000000000000e+00	-1.625427e-05
1.000000000000000e+01	-1.625427e-05
Step Information: X=4K Y=4.5K  (Step: 130/144)
0.000000000000000e+00	-1.625427e-05
1.000000000000000e+01	-1.625427e-05
Step Information: X=4.5K Y=4.5K  (Step: 131/144)
0.000000000000000e+00	-1.625427e-05
1.000000000000000e+01	-1.625427e-05
Step Information: X=5K Y=4.5K  (Step: 132/144)
0.000000000000000e+00	-1.625427e-05
1.000000000000000e+01	-1.625427e-05
Step Information: X=500m Y=5K  (Step: 133/144)
0.000000000000000e+00	-1.523680e-05
1.000000000000000e+01	-1.523680e-05
Step Information: X=250 Y=5K  (Step: 134/144)
0.000000000000000e+00	-1.523680e-05
1.000000000000000e+01	-1.523680e-05
Step Information: X=500 Y=5K  (Step: 135/144)
0.000000000000000e+00	-1.523680e-05
1.000000000000000e+01	-1.523680e-05
Step Information: X=1K Y=5K  (Step: 136/144)
0.000000000000000e+00	-1.523680e-05
1.000000000000000e+01	-1.523680e-05
Step Information: X=1.5K Y=5K  (Step: 137/144)
0.000000000000000e+00	-1.523680e-05
1.000000000000000e+01	-1.523680e-05
Step Information: X=2K Y=5K  (Step: 138/144)
0.000000000000000e+00	-1.523680e-05
1.000000000000000e+01	-1.523680e-05
Step Information: X=2.5K Y=5K  (Step: 139/144)
0.000000000000000e+00	-1.523680e-05
1.000000000000000e+01	-1.523680e-05
Step Information: X=3K Y=5K  (Step: 140/144)
0.000000000000000e+00	-1.523680e-05
1.000000000000000e+01	-1.523680e-05
Step Information: X=3.5K Y=5K  (Step: 141/144)
0.000000000000000e+00	-1.523680e-05
1.000000000000000e+01	-1.523680e-05
Step Information: X=4K Y=5K  (Step: 142/144)
0.000000000000000e+00	-1.523680e-05
1.000000000000000e+01	-1.523680e-05
Step Information: X=4.5K Y=5K  (Step: 143/144)
0.000000000000000e+00	-1.523680e-05
1.000000000000000e+01	-1.523680e-05
Step Information: X=5K Y=5K  (Step: 144/144)
0.000000000000000e+00	-1.523680e-05
1.000000000000000e+01	-1.523680e-05
